bnumber	Description	Gene	Peptides.used.for.quantitation	Confidence.score	MW[Da]	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class
b1414	Protein ydcF OS=Escherichia coli (strain K12) GN=ydcF PE=1 SV=3	ydcF	7	380.39	29668.996260000004	b1414	S	Function unknown	POORLY CHARACTERIZED
b1415	Lactaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=aldA PE=1 SV=2	aldA	41	2623.32	52221.71682	b1415	C	Energy production and conversion	METABOLISM
b1421	Methyl-accepting chemotaxis protein III OS=Escherichia coli (strain K12) GN=trg PE=1 SV=3	trg	1	43.1	58844.23824	b1421	NT	Cell motility	CELLULAR PROCESSES AND SIGNALING
b1422	Uncharacterized HTH-type transcriptional regulator ydcI OS=Escherichia coli (strain K12) GN=ydcI PE=4 SV=2	ydcI	3	212.55	33362.60678	b1422	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1423	Uncharacterized protein ydcJ OS=Escherichia coli (strain K12) GN=ydcJ PE=4 SV=1	ydcJ	10	395.81	50992.62968	b1423	S	Function unknown	POORLY CHARACTERIZED
b1424	Glucans biosynthesis protein D OS=Escherichia coli (strain K12) GN=mdoD PE=1 SV=3	mdoD	7	294.91	62699.58932000001		-		
b1426	Uncharacterized protein ydcH OS=Escherichia coli (strain K12) GN=ydcH PE=4 SV=2	ydcH	2	81.41	8854.619929999999	b1426	S	Function unknown	POORLY CHARACTERIZED
b1427	Ribosomal-protein-serine acetyltransferase OS=Escherichia coli (strain K12) GN=rimL PE=1 SV=1	rimL	3	130.15	20649.48074	b1427	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b1430	Tellurite resistance protein TehB OS=Escherichia coli (strain K12) GN=tehB PE=1 SV=1	tehB	5	343.6	22498.4033	b1430	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b1431	Uncharacterized lipoprotein ydcL OS=Escherichia coli (strain K12) GN=ydcL PE=4 SV=1	ydcL	13	742.81	24393.4873	b1431	-		
b1434	Uncharacterized HTH-type transcriptional regulator ydcN OS=Escherichia coli (strain K12) GN=ydcN PE=4 SV=1	ydcN	3	73.83	19700.82109	b1434	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1435	Uncharacterized protease ydcP OS=Escherichia coli (strain K12) GN=ydcP PE=1 SV=2	ydcP	9	332.91	72638.30677000001	b1435	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b1438	Antitoxin HicB OS=Escherichia coli (strain K12) GN=hicB PE=1 SV=2	hicB	1	23.54	15218.98275	b1438	S	Function unknown	POORLY CHARACTERIZED
b1440	Putative ABC transporter periplasmic-binding protein ydcS OS=Escherichia coli (strain K12) GN=ydcS PE=3 SV=1	ydcS	13	758.41	42250.084160000006	b1440	E	Amino acid transport and metabolism	METABOLISM
b1441	Uncharacterized ABC transporter ATP-binding protein YdcT OS=Escherichia coli (strain K12) GN=ydcT PE=3 SV=1	ydcT	6	223.04	36999.06605	b1441	E	Amino acid transport and metabolism	METABOLISM
b1444	Gamma-aminobutyraldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=prr PE=1 SV=1	prr	13	1244.43	50779.905269999996	b1444	C	Energy production and conversion	METABOLISM
b1446	Uncharacterized protein ydcY OS=Escherichia coli (strain K12) GN=ydcY PE=4 SV=1	ydcY	5	243.65	8776.45239	b1446	-		
b1448	Uncharacterized N-acetyltransferase YncA OS=Escherichia coli (strain K12) GN=yncA PE=3 SV=1	mnaT	2	118.04	19217.57217	b1448	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b1449	Putative NADP-dependent oxidoreductase yncB OS=Escherichia coli (strain K12) GN=yncB PE=3 SV=3	curA	11	681.37	37567.99556	b1449	R	General function prediction only	POORLY CHARACTERIZED
b1451	Probable tonB-dependent receptor yncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1	yncD	3	130.74	77194.68595	b1451	P	Inorganic ion transport and metabolism	METABOLISM
b1452	Uncharacterized protein YncE OS=Escherichia coli (strain K12) GN=yncE PE=1 SV=1	yncE	18	1143.63	38571.4174	b1452	S	Function unknown	POORLY CHARACTERIZED
b1461	Tautomerase pptA OS=Escherichia coli (strain K12) GN=pptA PE=1 SV=3	pptA	1	61.56	8649.39596	b1461	R	General function prediction only	POORLY CHARACTERIZED
b1462	Uncharacterized protein yddH OS=Escherichia coli (strain K12) GN=yddH PE=3 SV=2	yddH	2	127.2	20935.58134	b1462	R	General function prediction only	POORLY CHARACTERIZED
b1464	Uncharacterized isomerase yddE OS=Escherichia coli (strain K12) GN=yddE PE=1 SV=2	yddE	2	89.93	32280.544510000003	b1464	R	General function prediction only	POORLY CHARACTERIZED
b1477	Uncharacterized HTH-type transcriptional regulator YddM OS=Escherichia coli (strain K12) GN=yddM PE=3 SV=1	yddM	1	111.08	10376.463529999999	b1477	R	General function prediction only	POORLY CHARACTERIZED
b1478	Alcohol dehydrogenase, propanol-preferring OS=Escherichia coli (strain K12) GN=adhP PE=1 SV=1	adhP	3	148.59	35339.05905	b1478	R	General function prediction only	POORLY CHARACTERIZED
b1479	NAD-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeA PE=1 SV=4	maeA	22	1291.18	63139.249039999995	b1479	C	Energy production and conversion	METABOLISM
b1480	Stationary-phase-induced ribosome-associated protein OS=Escherichia coli (strain K12) GN=sra PE=1 SV=1	sra	2	71.88	5074.75469	b1480	-		
b1482	Peroxiredoxin osmC OS=Escherichia coli (strain K12) GN=osmC PE=1 SV=2	osmC	8	441.62	15060.65425	b1482	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b1487	Probable D,D-dipeptide-binding periplasmic protein ddpA OS=Escherichia coli (strain K12) GN=ddpA PE=2 SV=1	ddpA	8	416.0	57587.18517999999	b1487	E	Amino acid transport and metabolism	METABOLISM
b1490	Diguanylate cyclase DosC OS=Escherichia coli (strain K12) GN=dosC PE=1 SV=1	dosC	4	197.68	53126.63208	b1490	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b1492	Probable glutamate/gamma-aminobutyrate antiporter OS=Escherichia coli (strain K12) GN=gadC PE=1 SV=1	gadC	8	352.36	55022.52596	b1492	E	Amino acid transport and metabolism	METABOLISM
b1493	Glutamate decarboxylase beta OS=Escherichia coli (strain K12) GN=gadB PE=1 SV=1	gadB	1	1202.76	52616.144980000005	b1493	E	Amino acid transport and metabolism	METABOLISM
b1494	Probable zinc protease pqqL OS=Escherichia coli (strain K12) GN=pqqL PE=3 SV=2	pqqL	2	106.67	104573.7103	b1494	R	General function prediction only	POORLY CHARACTERIZED
b1495	Uncharacterized protein yddB OS=Escherichia coli (strain K12) GN=yddB PE=4 SV=2	yddB	4	202.45	89209.54745	b1495	P	Inorganic ion transport and metabolism	METABOLISM
b1498	Uncharacterized sulfatase ydeN OS=Escherichia coli (strain K12) GN=ydeN PE=3 SV=2	ydeN	10	499.82	62745.09934	b1498	P	Inorganic ion transport and metabolism	METABOLISM
b1501	Protein ydeP OS=Escherichia coli (strain K12) GN=ydeP PE=1 SV=1	ydeP	1	50.74	83423.72025	b1501	C	Energy production and conversion	METABOLISM
b1502	Uncharacterized fimbrial-like protein ydeQ OS=Escherichia coli (strain K12) GN=ydeQ PE=3 SV=1	ydeQ	1	51.85	32031.2794	b1502	-		
b1511	Autoinducer 2 kinase LsrK OS=Escherichia coli (strain K12) GN=lsrK PE=1 SV=1	lsrK	3	190.08	57490.048670000004	b1511	G	Carbohydrate transport and metabolism	METABOLISM
b1512	Transcriptional regulator lsrR OS=Escherichia coli (strain K12) GN=lsrR PE=1 SV=1	lsrR	3	104.89	33757.577710000005	b1512	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1513	Autoinducer 2 import ATP-binding protein LsrA OS=Escherichia coli (strain K12) GN=lsrA PE=1 SV=1	lsrA	2	80.7	55768.52443	b1513	G	Carbohydrate transport and metabolism	METABOLISM
b1516	Autoinducer 2-binding protein lsrB OS=Escherichia coli (strain K12) GN=lsrB PE=1 SV=1	lsrB	6	223.06	36643.902480000004	b1516	G	Carbohydrate transport and metabolism	METABOLISM
b1517	Uncharacterized aldolase lsrF OS=Escherichia coli (strain K12) GN=lsrF PE=1 SV=1	lsrF	10	660.63	31854.09188	b1517	G	Carbohydrate transport and metabolism	METABOLISM
b1518	Autoinducer 2-degrading protein lsrG OS=Escherichia coli (strain K12) GN=lsrG PE=1 SV=1	lsrG	2	73.7	11229.625759999999	b1518	S	Function unknown	POORLY CHARACTERIZED
b1519	Trans-aconitate 2-methyltransferase OS=Escherichia coli (strain K12) GN=tam PE=1 SV=3	tam	5	298.94	28969.467439999997	b1519	R	General function prediction only	POORLY CHARACTERIZED
b1521	Altronate oxidoreductase OS=Escherichia coli (strain K12) GN=uxaB PE=1 SV=1	uxaB	1	78.49	54756.14891	b1521	G	Carbohydrate transport and metabolism	METABOLISM
b1524	Glutaminase 2 OS=Escherichia coli (strain K12) GN=glsA2 PE=3 SV=1	glsA	2	70.09	33476.096139999994		-		
b1525	Aldehyde dehydrogenase-like protein yneI OS=Escherichia coli (strain K12) GN=yneI PE=1 SV=2	sad	3	162.33	49668.16816	b1525	C	Energy production and conversion	METABOLISM
b1535	Diguanylate cyclase YdeH OS=Escherichia coli (strain K12) GN=ydeH PE=1 SV=2	ydeH	1	45.92	33823.93182	b1535	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b1536	Uncharacterized protein ydeI OS=Escherichia coli (strain K12) GN=ydeI PE=4 SV=1	ydeI	6	332.16	14094.21224	b1536	S	Function unknown	POORLY CHARACTERIZED
b1537	Protein YdeJ OS=Escherichia coli (strain K12) GN=ydeJ PE=3 SV=1	ydeJ	4	288.71	18291.23947	b1537	R	General function prediction only	POORLY CHARACTERIZED
b1538	Peptidyl-dipeptidase dcp OS=Escherichia coli (strain K12) GN=dcp PE=1 SV=4	dcp	20	1362.56	77448.95692000001	b1538	E	Amino acid transport and metabolism	METABOLISM
b1539	NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Escherichia coli (strain K12) GN=ydfG PE=1 SV=2	ydfG	11	603.49	27213.76185	b1539	R	General function prediction only	POORLY CHARACTERIZED
b1540	Uncharacterized HTH-type transcriptional regulator ydfH OS=Escherichia coli (strain K12) GN=ydfH PE=1 SV=1	ydfH	2	92.61	26530.475	b1540	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1541	Putative selenoprotein ydfZ OS=Escherichia coli (strain K12) GN=ydfZ PE=1 SV=1	ydfZ	2	93.66	7253.75327	b1541	-		
b1550	Protein gnsB OS=Escherichia coli (strain K12) GN=gnsB PE=3 SV=2	gnsB	3	233.83	6525.5481	b1550	-		
b1557	Cold shock-like protein CspB OS=Escherichia coli (strain K12) GN=cspB PE=2 SV=1	cspB	1	83.32	7693.84414	b1557	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1564	Antitoxin RelB OS=Escherichia coli (strain K12) GN=relB PE=1 SV=1	relB	2	36.21	9047.792870000001	b1564	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b1566	Protein flxA OS=Escherichia coli (strain K12) GN=flxA PE=4 SV=1	flxA	1	78.68	12182.26276	b1566	-		
b1567	Uncharacterized protein ydfW in Qin prophage region OS=Escherichia coli (strain K12) GN=ydfW PE=5 SV=2	ydfW	1	39.51	8702.8156		-		
b1570	HTH-type transcriptional regulator dicA OS=Escherichia coli (strain K12) GN=dicA PE=4 SV=1	dicA	1	36.02	15628.362519999999	b1570	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1580	Starvation-sensing protein RspB OS=Escherichia coli (strain K12) GN=rspB PE=3 SV=1	rspB	3	102.23	36523.02523	b1580	ER	Amino acid transport and metabolism	METABOLISM
b1581	Starvation-sensing protein rspA OS=Escherichia coli (strain K12) GN=rspA PE=1 SV=1	rspA	1	45.28	45920.60727	b1581	MR	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b1583	UPF0482 protein ynfB OS=Escherichia coli (strain K12) GN=ynfB PE=1 SV=1	ynfB	3	115.76	12882.619359999999	b1583	-		
b1584	Spermidine N(1)-acetyltransferase OS=Escherichia coli (strain K12) GN=speG PE=1 SV=2	speG	7	228.82	21855.10936	b1584	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b1586	Uncharacterized protein ynfD OS=Escherichia coli (strain K12) GN=ynfD PE=1 SV=2	ynfD	1	49.42	10452.12564	b1586	-		
b1588	Probable dimethyl sulfoxide reductase chain ynfF OS=Escherichia coli (strain K12) GN=ynfF PE=3 SV=4	ynfF	1	22.93	89911.87075	b1588	C	Energy production and conversion	METABOLISM
b1591	Twin-arginine leader-binding protein dmsD OS=Escherichia coli (strain K12) GN=dmsD PE=1 SV=2	dmsD	2	85.55	23311.73668	b1591	R	General function prediction only	POORLY CHARACTERIZED
b1593	Putative dethiobiotin synthetase OS=Escherichia coli (strain K12) GN=ynfK PE=3 SV=1	bioD	2	152.18	24947.35565	b0778	H	Coenzyme transport and metabolism	METABOLISM
b1594	Protein mlc OS=Escherichia coli (strain K12) GN=mlc PE=1 SV=2	mlc	4	216.28	44270.254839999994		-		
b1595	Uncharacterized HTH-type transcriptional regulator ynfL OS=Escherichia coli (strain K12) GN=ynfL PE=4 SV=1	ynfL	2	51.9	33242.40853	b1595	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1597	Acid shock protein OS=Escherichia coli (strain K12) GN=asr PE=1 SV=3	asr	2	47.9	10566.75765	b1597	-		
b1598	Uncharacterized serine protease ydgD OS=Escherichia coli (strain K12) GN=ydgD PE=3 SV=1	ydgD	3	73.97	29240.86665	b1598	E	Amino acid transport and metabolism	METABOLISM
b1602	NAD(P) transhydrogenase subunit beta OS=Escherichia coli (strain K12) GN=pntB PE=1 SV=1	pntB	15	925.02	48673.51161	b1602	C	Energy production and conversion	METABOLISM
b1603	NAD(P) transhydrogenase subunit alpha OS=Escherichia coli (strain K12) GN=pntA PE=1 SV=2	pntA	15	876.92	54570.52368	b1603	C	Energy production and conversion	METABOLISM
b1604	Protein ydgH OS=Escherichia coli (strain K12) GN=ydgH PE=1 SV=1	ydgH	16	1186.15	33864.45084	b1604	-		
b1606	Dihydrofolate reductase folM OS=Escherichia coli (strain K12) GN=folM PE=1 SV=1	folM	1	55.72	26313.566619999998	b1606	IQR	Lipid transport and metabolism	METABOLISM
b1608	Transcriptional regulatory protein rstA OS=Escherichia coli (strain K12) GN=rstA PE=2 SV=2	rstA	7	289.71	26668.978880000002	b1608	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b1609	Sensor protein rstB OS=Escherichia coli (strain K12) GN=rstB PE=1 SV=2	rstB	1	36.15	49233.453239999995	b1609	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b1610	DNA replication terminus site-binding protein OS=Escherichia coli (strain K12) GN=tus PE=1 SV=1	tus	6	235.8	35743.13016	b1610	-		
b1611	Fumarate hydratase class II OS=Escherichia coli (strain K12) GN=fumC PE=1 SV=1	fumC	16	1328.8	50438.71	b1611	C	Energy production and conversion	METABOLISM
b1612	Fumarate hydratase class I, aerobic OS=Escherichia coli (strain K12) GN=fumA PE=1 SV=2	fumA	36	2533.65	60242.56175	b1612	C	Energy production and conversion	METABOLISM
b1613	Mannose-6-phosphate isomerase OS=Escherichia coli (strain K12) GN=manA PE=1 SV=1	manA	13	667.04	42804.99234	b1613	G	Carbohydrate transport and metabolism	METABOLISM
b1614	Protein ydgA OS=Escherichia coli (strain K12) GN=ydgA PE=1 SV=1	ydgA	26	1469.59	54636.917460000004	b1614	S	Function unknown	POORLY CHARACTERIZED
b1617	Beta-glucuronidase OS=Escherichia coli (strain K12) GN=uidA PE=1 SV=2	uidA	2	58.88	68385.67522	b1617	G	Carbohydrate transport and metabolism	METABOLISM
b1618	HTH-type transcriptional regulator uidR OS=Escherichia coli (strain K12) GN=uidR PE=4 SV=1	uidR	7	337.3	21766.99841	b1618	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1619	7-alpha-hydroxysteroid dehydrogenase OS=Escherichia coli (strain K12) GN=hdhA PE=1 SV=1	hdhA	10	492.48	26743.57852	b1619	IQR	Lipid transport and metabolism	METABOLISM
b1623	Adenosine deaminase OS=Escherichia coli (strain K12) GN=add PE=3 SV=2	add	8	458.91	36356.7357	b1623	F	Nucleotide transport and metabolism	METABOLISM
b1624	Uncharacterized oxidoreductase ydgJ OS=Escherichia coli (strain K12) GN=ydgJ PE=1 SV=2	ydgJ	4	186.86	38215.63903	b1624	R	General function prediction only	POORLY CHARACTERIZED
b1625	OriC-binding nucleoid-associated protein OS=Escherichia coli (strain K12) GN=cnu PE=1 SV=1	cnu	2	54.33	8393.29455	b1625	-		
b1629	Electron transport complex protein rnfC OS=Escherichia coli (strain K12) GN=rnfC PE=3 SV=1	rsxC	2	93.95	80103.92128	b1629	C	Energy production and conversion	METABOLISM
b1631	Electron transport complex protein rnfG OS=Escherichia coli (strain K12) GN=rnfG PE=3 SV=1	rsxG	2	76.95	21880.35735	b1631	C	Energy production and conversion	METABOLISM
b1633	Endonuclease III OS=Escherichia coli (strain K12) GN=nth PE=1 SV=1	nth	1	33.98	23529.40171	b1633	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b1634	Dipeptide and tripeptide permease A OS=Escherichia coli (strain K12) GN=dtpA PE=1 SV=1	dtpA	1	59.53	53937.32498	b1634	E	Amino acid transport and metabolism	METABOLISM
b1635	Glutathione S-transferase OS=Escherichia coli (strain K12) GN=gst PE=1 SV=1	gstA	10	547.31	22835.83157	b1635	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b1636	Pyridoxamine kinase OS=Escherichia coli (strain K12) GN=pdxY PE=1 SV=3	pdxY	3	89.34	31284.101110000003	b1636	H	Coenzyme transport and metabolism	METABOLISM
b1637	Tyrosyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=tyrS PE=1 SV=2	tyrS	15	1058.75	47479.05081	b1637	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b1638	Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Escherichia coli (strain K12) GN=pdxH PE=1 SV=2	pdxH	6	332.99	25511.16439	b1638	H	Coenzyme transport and metabolism	METABOLISM
b1640	Anhydro-N-acetylmuramic acid kinase OS=Escherichia coli (strain K12) GN=anmK PE=1 SV=1	anmK	2	92.82	39453.35123	b1640	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b1641	Outer membrane lipoprotein slyB OS=Escherichia coli (strain K12) GN=slyB PE=2 SV=1	slyB	9	609.67	15574.058219999999	b1641	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b1642	Transcriptional regulator slyA OS=Escherichia coli (strain K12) GN=slyA PE=3 SV=1	slyA	7	451.86	16324.93091	b1642	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1646	Superoxide dismutase [Cu-Zn] OS=Escherichia coli (strain K12) GN=sodC PE=1 SV=1	sodC	6	307.02	17651.97126	b1646	P	Inorganic ion transport and metabolism	METABOLISM
b1647	Oxidoreductase YdhF OS=Escherichia coli (strain K12) GN=ydhF PE=1 SV=2	ydhF	8	405.07	33636.33205	b1647	R	General function prediction only	POORLY CHARACTERIZED
b1649	HTH-type transcriptional repressor nemR OS=Escherichia coli (strain K12) GN=nemR PE=1 SV=1	nemR	2	66.26	22243.11882	b1649	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1650	N-ethylmaleimide reductase OS=Escherichia coli (strain K12) GN=nemA PE=1 SV=1	nemA	6	360.43	39474.11065	b1650	C	Energy production and conversion	METABOLISM
b1651	Lactoylglutathione lyase OS=Escherichia coli (strain K12) GN=gloA PE=1 SV=1	gloA	5	244.4	14892.51473	b1651	E	Amino acid transport and metabolism	METABOLISM
b1652	Ribonuclease T OS=Escherichia coli (strain K12) GN=rnt PE=1 SV=1	rnt	2	169.1	23489.59336	b1652	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b1654	Glutaredoxin-4 OS=Escherichia coli (strain K12) GN=grxD PE=1 SV=1	grxD	5	414.43	12852.46558	b1654	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b1655	Uncharacterized protein ydhO OS=Escherichia coli (strain K12) GN=ydhO PE=3 SV=1	ydhO	1	54.45	29879.89815	b1655	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b1656	Superoxide dismutase [Fe] OS=Escherichia coli (strain K12) GN=sodB PE=1 SV=2	sodB	6	481.83	21234.51493	b1656	P	Inorganic ion transport and metabolism	METABOLISM
b1658	HTH-type transcriptional repressor purR OS=Escherichia coli (strain K12) GN=purR PE=1 SV=2	purR	13	830.73	38132.24798	b1658	K	Transcription	INFORMATION STORAGE AND PROCESSING
b1661	Cyclopropane-fatty-acyl-phospholipid synthase OS=Escherichia coli (strain K12) GN=cfa PE=1 SV=2	cfa	6	262.42	43862.65146	b1661	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b1662	Riboflavin synthase alpha chain OS=Escherichia coli (strain K12) GN=ribE PE=1 SV=1	ribC	9	520.09	23412.01845	b1662	H	Coenzyme transport and metabolism	METABOLISM
b1663	Multidrug resistance protein mdtK OS=Escherichia coli (strain K12) GN=mdtK PE=1 SV=2	mdtK	2	65.33	49396.50795	b1663	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
b1664	Uncharacterized protein ydhQ OS=Escherichia coli (strain K12) GN=ydhQ PE=4 SV=1	ydhQ	6	274.07	42831.72841	b1664	MU	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b1667	Putative monooxygenase ydhR OS=Escherichia coli (strain K12) GN=ydhR PE=1 SV=1	ydhR	4	280.56	11262.77341	b1667	-		
